,Sample.Name,Phylum,Class,Order,Family,Genus,Count,,,,
4291,FS904_80_13H,Euryarchaeota,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,3738,0.062129558,0.062129558,,
4292,FS904_80_13H,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,989,0.016438238,0.016438238,,
4293,FS904_80_13H,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcaceae_unclassified,19224,0.319523441,0.319523441,,
4296,FS904_80_13H,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanotorris,868396,14.4336703,14.4336703,,
4297,FS904_80_13H,Euryarchaeota,Methanococci,Methanococcales,Methanococcales_unclassified,Methanococcales_unclassified,1282,0.021308211,0.021308211,,
4298,FS904_80_13H,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Palaeococcus,16070,0.267100587,0.267100587,,
4299,FS904_80_13H,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,223,0.003706499,0.003706499,,
4300,FS904_80_13H,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcaceae_unclassified,32220,0.53553086,0.53553086,,
4301,FS904_80_13H,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,91600,1.522489969,1.522489969,6016460,
4363,FS904_30_13L,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacteriaceae_unclassified,2942,0.031993743,0.031993743,,
4364,FS904_30_13L,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacterium,5318,0.057832334,0.057832334,,
4366,FS904_30_13L,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,435,0.00473055,0.00473055,,
4369,FS904_30_13L,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,317459,3.452311923,3.452311923,,
4374,FS904_30_13L,Bacteroidetes,Bacteroidia,Bacteroidetes_VC2.1_Bac22,Bacteroidetes_VC2.1_Bac22_fa,Bacteroidetes_VC2.1_Bac22_ge,618,0.006720644,0.006720644,,
4417,FS904_30_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,6672,0.07255685,0.07255685,,
4420,FS904_30_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Campylobacterales_unclassified,Campylobacterales_unclassified,1075970,11.70098835,11.70098835,,
4426,FS904_30_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Hydrogenimonas,826053,8.983184036,8.983184036,,
4427,FS904_30_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Nitratiruptor,17963,0.19534453,0.19534453,,
4428,FS904_30_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Nitratiruptoraceae_unclassified,829095,9.016265262,9.016265262,,
4429,FS904_30_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,P6-b51,P6-b51_ge,464,0.00504592,0.00504592,,
4432,FS904_30_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Nitratifractor,2133,0.023196007,0.023196007,,
4433,FS904_30_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovaceae_unclassified,648,0.007046888,0.007046888,,
4434,FS904_30_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,797,0.008667238,0.008667238,,
4436,FS904_30_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas,3645954,39.64912151,39.64912151,,
4437,FS904_30_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Thiovulaceae_unclassified,22203,0.241453799,0.241453799,,
4439,FS904_30_13L,Epsilonbacteraeota,Campylobacteria,Campylobacteria_unclassified,Campylobacteria_unclassified,Campylobacteria_unclassified,56143,0.610545451,0.610545451,,
4440,FS904_30_13L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Caminibacter,986,0.01072258,0.01072258,,
4442,FS904_30_13L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautilia,381,0.004143309,0.004143309,,
4444,FS904_30_13L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautiliaceae_unclassified,3771,0.041008975,0.041008975,,
4445,FS904_30_13L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Thioreductor,1406,0.015290008,0.015290008,,
4446,FS904_30_13L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,uncultured,1181,0.012843171,0.012843171,,
4449,FS904_30_13L,Epsilonbacteraeota,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,453,0.004926297,0.004926297,,
4450,FS904_30_13L,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,2222936,24.17404596,24.17404596,,
4457,FS904_30_13L,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanothermococcus,552,0.006002905,0.006002905,,
4495,FS904_30_13L,Mollusca,Gastropoda,Vetigastropoda,Vetigastropoda_fa,Vetigastropoda_ge,469,0.005100294,0.005100294,,
4551,FS904_30_13L,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria_unclassified,Deltaproteobacteria_unclassified,Deltaproteobacteria_unclassified,932,0.010135339,0.010135339,,
4567,FS904_30_13L,Proteobacteria,Deltaproteobacteria,Desulfofervidales,Desulfofervidaceae,Candidatus_Desulfofervidus,444,0.004828423,0.004828423,,
4568,FS904_30_13L,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfohalobiaceae,Desulfohalobiaceae_unclassified,881,0.009580723,0.009580723,,
4570,FS904_30_13L,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfohalobiaceae,Desulfothermus,586,0.006372649,0.006372649,,
4572,FS904_30_13L,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionales_unclassified,Desulfovibrionales_unclassified,867,0.009428476,0.009428476,,
4614,FS904_30_13L,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,13011,0.141492383,0.141492383,,
4621,FS904_30_13L,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,556,0.006046404,0.006046404,,
4624,FS904_30_13L,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,SUP05_cluster,564,0.006133403,0.006133403,,
4625,FS904_30_13L,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,Thioglobaceae_unclassified,604,0.006568396,0.006568396,,
4627,FS904_30_13L,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thiomicrospiraceae,Hydrogenovibrio,58824,0.639700864,0.639700864,,
4628,FS904_30_13L,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thiomicrospiraceae,Thiomicrorhabdus,876,0.009526349,0.009526349,,
4629,FS904_30_13L,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thiomicrospiraceae,Thiomicrospira,15362,0.167059103,0.167059103,,
4630,FS904_30_13L,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thiomicrospiraceae,Thiomicrospiraceae_unclassified,57323,0.623377748,0.623377748,,
4639,FS904_30_13L,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,1716,0.018661204,0.018661204,9195548,
4679,FS904_55_13L,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacteriaceae_unclassified,2214,0.029117767,0.029117767,,
4680,FS904_55_13L,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacterium,3482,0.045794067,0.045794067,,
4687,FS904_55_13L,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,237812,3.1276217,3.1276217,,
4701,FS904_55_13L,Bacteroidetes,Ignavibacteria,Ignavibacteriales,Ignavibacteriales_unclassified,Ignavibacteriales_unclassified,984,0.01294123,0.01294123,,
4705,FS904_55_13L,Calditrichaeota,Calditrichia,Calditrichales,Calditrichaceae,Caldithrix,10146,0.133436705,0.133436705,,
4707,FS904_55_13L,Calditrichaeota,Calditrichia,Calditrichales,Calditrichaceae,Calditrichaceae_unclassified,2639,0.034707221,0.034707221,,
4729,FS904_55_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,1008,0.01325687,0.01325687,,
4732,FS904_55_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Campylobacterales_unclassified,Campylobacterales_unclassified,1071652,14.09399883,14.09399883,,
4737,FS904_55_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Hydrogenimonas,1603213,21.08490644,21.08490644,,
4738,FS904_55_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Nitratiruptor,201999,2.656621432,2.656621432,,
4739,FS904_55_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Nitratiruptoraceae_unclassified,2098197,27.5947659,27.5947659,,
4740,FS904_55_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,P6-b51,P6-b51_ge,1154,0.015177011,0.015177011,,
4742,FS904_55_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Nitratifractor,933,0.012270495,0.012270495,,
4746,FS904_55_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas,2176,0.028618004,0.028618004,,
4748,FS904_55_13L,Epsilonbacteraeota,Campylobacteria,Campylobacteria_unclassified,Campylobacteria_unclassified,Campylobacteria_unclassified,64018,0.841942736,0.841942736,,
4749,FS904_55_13L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Caminibacter,556488,7.31873894,7.31873894,,
4751,FS904_55_13L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautilia,16583,0.218093917,0.218093917,,
4752,FS904_55_13L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautiliaceae_ge,937,0.012323102,0.012323102,,
4753,FS904_55_13L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautiliaceae_unclassified,94231,1.23929373,1.23929373,,
4754,FS904_55_13L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Thioreductor,1748,0.022989095,0.022989095,,
4755,FS904_55_13L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,uncultured,22252,0.292650657,0.292650657,,
4758,FS904_55_13L,Epsilonbacteraeota,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,508,0.006681041,0.006681041,,
4759,FS904_55_13L,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,1297040,17.05822436,17.05822436,,
4764,FS904_55_13L,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcaceae_unclassified,36015,0.473656904,0.473656904,,
4766,FS904_55_13L,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanothermococcus,123371,1.622532996,1.622532996,,
4842,FS904_55_13L,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria_unclassified,Deltaproteobacteria_unclassified,Deltaproteobacteria_unclassified,397,0.005221208,0.005221208,,
4857,FS904_55_13L,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfohalobiaceae,Desulfothermus,377,0.004958174,0.004958174,,
4887,FS904_55_13L,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,416,0.005471089,0.005471089,,
4903,FS904_55_13L,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,764,0.010047865,0.010047865,,
4918,FS904_55_13L,Thermotogae,Thermotogae,Petrotogales,Petrotogaceae,Marinitoga,147064,1.93413519,1.93413519,,
4919,FS904_55_13L,Thermotogae,Thermotogae,Petrotogales,Petrotogaceae,Petrotogaceae_unclassified,2612,0.034352126,0.034352126,,
4920,FS904_55_13L,Thermotogae,Thermotogae,Thermotogae_unclassified,Thermotogae_unclassified,Thermotogae_unclassified,1175,0.015453196,0.015453196,7603605,
4938,FS904_80_13L,Aquificae,Aquificae_unclassified,Aquificae_unclassified,Aquificae_unclassified,Aquificae_unclassified,34369,0.430524081,0.430524081,,
4939,FS904_80_13L,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Balnearium,4821,0.060390369,0.060390369,,
4940,FS904_80_13L,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacteriaceae_unclassified,2449226,30.68028667,30.68028667,,
4941,FS904_80_13L,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacterium,2323631,29.10701797,29.10701797,,
4942,FS904_80_13L,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Thermovibrio,1168168,14.63308373,14.63308373,,
4943,FS904_80_13L,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,4028,0.050456836,0.050456836,,
4948,FS904_80_13L,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,107097,1.341553071,1.341553071,,
4984,FS904_80_13L,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,136519,1.710108441,1.710108441,,
4985,FS904_80_13L,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobaceae_unclassified,6093,0.076324107,0.076324107,,
4986,FS904_80_13L,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus,34516,0.43236548,0.43236548,,
4990,FS904_80_13L,Euryarchaeota,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,8102,0.101489892,0.101489892,,
4991,FS904_80_13L,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,2286,0.028635632,0.028635632,,
4992,FS904_80_13L,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcaceae_unclassified,28632,0.358659416,0.358659416,,
4993,FS904_80_13L,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanotorris,1202127,15.05847193,15.05847193,,
4994,FS904_80_13L,Euryarchaeota,Methanococci,Methanococcales,Methanococcales_unclassified,Methanococcales_unclassified,2100,0.026305699,0.026305699,,
4996,FS904_80_13L,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Palaeococcus,62130,0.778272896,0.778272896,,
4997,FS904_80_13L,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,584,0.00731549,0.00731549,,
4998,FS904_80_13L,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcaceae_unclassified,107096,1.341540544,1.341540544,,
4999,FS904_80_13L,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,301536,3.777197744,3.777197744,7983061,
5092,FS904_RNA,Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996_marine_group,832,0.041299095,0.041299095,,
5110,FS904_RNA,Annelida,Annelida_unclassified,Annelida_unclassified,Annelida_unclassified,Annelida_unclassified,1463,0.072620884,0.072620884,,
5111,FS904_RNA,Annelida,Polychaeta,Polychaeta_unclassified,Polychaeta_unclassified,Polychaeta_unclassified,2267,0.112530106,0.112530106,,
5112,FS904_RNA,Annelida,Polychaeta,Sabellida,Sabellida_fa,Sabellida_ge,6377,0.316543663,0.316543663,,
5113,FS904_RNA,Annelida,Polychaeta,Terebellida,Terebellida_fa,Terebellida_ge,6265,0.310984169,0.310984169,,
5117,FS904_RNA,Aquificae,Aquificae_unclassified,Aquificae_unclassified,Aquificae_unclassified,Aquificae_unclassified,7482,0.371394023,0.371394023,,
5119,FS904_RNA,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacteriaceae_unclassified,16255,0.806871137,0.806871137,,
5120,FS904_RNA,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacterium,16329,0.810544374,0.810544374,,
5121,FS904_RNA,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Thermovibrio,179,0.008885262,0.008885262,,
5122,FS904_RNA,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,11751,0.583300076,0.583300076,,
5135,FS904_RNA,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,184237,9.145217942,9.145217942,,
5137,FS904_RNA,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidales_unclassified,Bacteroidales_unclassified,1581,0.078478208,0.078478208,,
5153,FS904_RNA,Bacteroidetes,Bacteroidia,Bacteroidetes_VC2.1_Bac22,Bacteroidetes_VC2.1_Bac22_fa,Bacteroidetes_VC2.1_Bac22_ge,1856,0.09212875,0.09212875,,
5154,FS904_RNA,Bacteroidetes,Bacteroidia,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidia_unclassified,9873,0.490079282,0.490079282,,
5205,FS904_RNA,Bacteroidetes,Ignavibacteria,Ignavibacteriales,Ignavibacteriales_unclassified,Ignavibacteriales_unclassified,394,0.019557504,0.019557504,,
5206,FS904_RNA,Bacteroidetes,Ignavibacteria,Ignavibacteriales,Melioribacteraceae,IheB3-7,904,0.044873055,0.044873055,,
5213,FS904_RNA,Caldiserica,Caldisericia,Caldisericales,Caldisericaceae,Caldisericum,465,0.023081826,0.023081826,,
5218,FS904_RNA,Cercozoa,Cercozoa_unclassified,Cercozoa_unclassified,Cercozoa_unclassified,Cercozoa_unclassified,713,0.035392133,0.035392133,,
5223,FS904_RNA,Chloroflexi,Anaerolineae,Anaerolineae_unclassified,Anaerolineae_unclassified,Anaerolineae_unclassified,1371,0.068054157,0.068054157,,
5224,FS904_RNA,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolineaceae_unclassified,1033,0.0512764,0.0512764,,
5226,FS904_RNA,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Thermomarinilinea,2476,0.122904518,0.122904518,,
5240,FS904_RNA,Chloroflexi,Dehalococcoidia,SAR202_clade,SAR202_clade_fa,SAR202_clade_ge,3095,0.153630647,0.153630647,,
5248,FS904_RNA,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,Oligohymenophorea_unclassified,917,0.045518353,0.045518353,,
5253,FS904_RNA,Ciliophora,Intramacronucleata,Intramacronucleata_unclassified,Intramacronucleata_unclassified,Intramacronucleata_unclassified,476,0.023627848,0.023627848,,
5294,FS904_RNA,Dependentiae,Babeliae,Babeliales,Babeliales_unclassified,Babeliales_unclassified,403,0.020004249,0.020004249,,
5312,FS904_RNA,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,76831,3.813762923,3.813762923,,
5313,FS904_RNA,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,1284,0.063735622,0.063735622,,
5314,FS904_RNA,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Campylobacterales_Incertae_Sedis,Thiofractor,990,0.049141952,0.049141952,,
5315,FS904_RNA,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Campylobacterales_unclassified,Campylobacterales_unclassified,53857,2.673371813,2.673371813,,
5316,FS904_RNA,Epsilonbacteraeota,Campylobacteria,Campylobacterales,CH8-1-BAC,CH8-1-BAC_ge,743,0.036881283,0.036881283,,
5319,FS904_RNA,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Helicobacteraceae,uncultured,674,0.033456238,0.033456238,,
5320,FS904_RNA,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Hydrogenimonas,11571,0.574365175,0.574365175,,
5322,FS904_RNA,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Nitratiruptoraceae_unclassified,2654,0.131740141,0.131740141,,
5323,FS904_RNA,Epsilonbacteraeota,Campylobacteria,Campylobacterales,P6-b51,P6-b51_ge,715,0.03549141,0.03549141,,
5325,FS904_RNA,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurospirillaceae,Sulfurospirillum,762,0.037824411,0.037824411,,
5326,FS904_RNA,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Nitratifractor,46663,2.31627363,2.31627363,,
5327,FS904_RNA,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovaceae_unclassified,10237,0.508147636,0.508147636,,
5328,FS904_RNA,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,15279,0.758424122,0.758424122,,
5330,FS904_RNA,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas,65466,3.249623245,3.249623245,,
5331,FS904_RNA,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Thiovulaceae_unclassified,455,0.022585442,0.022585442,,
5332,FS904_RNA,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Thiovulum,879,0.043632097,0.043632097,,
5333,FS904_RNA,Epsilonbacteraeota,Campylobacteria,Campylobacteria_unclassified,Campylobacteria_unclassified,Campylobacteria_unclassified,18238,0.905303955,0.905303955,,
5334,FS904_RNA,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Caminibacter,2380,0.118139238,0.118139238,,
