,sample_names.1.,Phylum,Class,Order,Family,Genus,SUM
13470,LVWS1_80_TP2_12H,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Palaeococcus,3603
13471,LVWS1_80_TP2_12H,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,58
13472,LVWS1_80_TP2_12H,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcaceae_unclassified,31636
13473,LVWS1_80_TP2_12H,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,76018
13474,LVWS1_80_TP2_12H,Euryarchaeota,Thermococci,Thermococci_unclassified,Thermococci_unclassified,Thermococci_unclassified,4
13475,LVWS1_80_TP2_12H,Firmicutes,Bacilli,Bacillales,Bacillales_unclassified,Bacillales_unclassified,50
13476,LVWS1_80_TP2_12H,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcaceae_unclassified,2
13477,LVWS1_80_TP2_12H,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,77
13478,LVWS1_80_TP2_12H,Opisthokonta_ph,Aphelidea,Aphelidea_or,Aphelidea_fa,Aphelidium,3
13479,LVWS1_80_TP2_12H,Patescibacteria,Parcubacteria,Candidatus_Adlerbacteria,Candidatus_Adlerbacteria_fa,Candidatus_Adlerbacteria_ge,14
13480,LVWS1_80_TP2_12H,Patescibacteria,Parcubacteria,Candidatus_Kaiserbacteria,Candidatus_Kaiserbacteria_fa,Candidatus_Kaiserbacteria_ge,2
13481,LVWS1_80_TP2_12H,Patescibacteria,Parcubacteria,Candidatus_Nomurabacteria,Candidatus_Nomurabacteria_fa,Candidatus_Nomurabacteria_ge,33
13482,LVWS1_80_TP2_12H,Patescibacteria,Parcubacteria,Candidatus_Zambryskibacteria,Candidatus_Zambryskibacteria_fa,Candidatus_Zambryskibacteria_ge,3
13483,LVWS1_80_TP2_12H,Patescibacteria,Parcubacteria,Parcubacteria_unclassified,Parcubacteria_unclassified,Parcubacteria_unclassified,110
13484,LVWS1_80_TP2_12H,Patescibacteria,Patescibacteria_unclassified,Patescibacteria_unclassified,Patescibacteria_unclassified,Patescibacteria_unclassified,57
13485,LVWS1_80_TP2_12H,Phragmoplastophyta,Embryophyta,Embryophyta_unclassified,Embryophyta_unclassified,Embryophyta_unclassified,3
13486,LVWS1_80_TP2_12H,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,7
13487,LVWS1_80_TP2_12H,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobiaceae_unclassified,1
13488,LVWS1_80_TP2_12H,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Afipia,31
13489,LVWS1_80_TP2_12H,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,52
13490,LVWS1_80_TP2_12H,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Xanthobacteraceae_unclassified,16
13491,LVWS1_80_TP2_12H,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria_ge,5
13492,LVWS1_80_TP2_12H,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,96
13493,LVWS1_80_TP2_12H,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonadaceae_unclassified,7
13494,LVWS1_80_TP2_12H,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,4
13495,LVWS1_80_TP2_12H,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria_unclassified,Deltaproteobacteria_unclassified,Deltaproteobacteria_unclassified,8
13496,LVWS1_80_TP2_12H,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacteraceae_unclassified,1
13497,LVWS1_80_TP2_12H,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfohalobiaceae,Desulfohalobiaceae_unclassified,1
13498,LVWS1_80_TP2_12H,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfohalobiaceae,Desulfothermus,1
13499,LVWS1_80_TP2_12H,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionales_unclassified,Desulfovibrionales_unclassified,2
13500,LVWS1_80_TP2_12H,Proteobacteria,Deltaproteobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Thermodesulfobacteriaceae_unclassified,2
13501,LVWS1_80_TP2_12H,Proteobacteria,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,Beggiatoaceae_unclassified,1
13502,LVWS1_80_TP2_12H,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Betaproteobacteriales_unclassified,Betaproteobacteriales_unclassified,45
13503,LVWS1_80_TP2_12H,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Alcaligenes,33
13504,LVWS1_80_TP2_12H,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Aquincola,1
13505,LVWS1_80_TP2_12H,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,31
13506,LVWS1_80_TP2_12H,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderiaceae_unclassified,698
13507,LVWS1_80_TP2_12H,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Curvibacter,81
13508,LVWS1_80_TP2_12H,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Janthinobacterium,162
13509,LVWS1_80_TP2_12H,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Pandoraea,2
13510,LVWS1_80_TP2_12H,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Pelomonas,31
13511,LVWS1_80_TP2_12H,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Polaromonas,10
13512,LVWS1_80_TP2_12H,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Polynucleobacter,53
13513,LVWS1_80_TP2_12H,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Ralstonia,101
13514,LVWS1_80_TP2_12H,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Variovorax,16
13515,LVWS1_80_TP2_12H,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Methylophilaceae,Methylophilaceae_unclassified,1
13516,LVWS1_80_TP2_12H,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacteriaceae_unclassified,2
13517,LVWS1_80_TP2_12H,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,143
13518,LVWS1_80_TP2_12H,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonadaceae_unclassified,265
13519,LVWS1_80_TP2_12H,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,1235
13520,LVWS1_80_TP2_12H,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadales_unclassified,Pseudomonadales_unclassified,12
13521,LVWS1_80_TP2_12H,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thiomicrospiraceae,endosymbionts,1
13522,LVWS1_80_TP2_12H,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,29
13523,LVWS1_80_TP2_12H,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonadaceae_unclassified,153
13524,LVWS1_80_TP2_12H,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales_unclassified,Xanthomonadales_unclassified,9
13525,LVWS1_80_TP2_12H,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,13
13526,LVWS1_80_TP2_12H,Thermotogae,Thermotogae,Thermotogae_unclassified,Thermotogae_unclassified,Thermotogae_unclassified,57
13527,LVWS1_80_TP2_12H,Thermotogae,Thermotogae,Thermotogales,Fervidobacteriaceae,Fervidobacteriaceae_unclassified,94
13528,LVWS1_80_TP2_12H,Thermotogae,Thermotogae,Thermotogales,Fervidobacteriaceae,Thermosipho,40
13529,LVWS1_80_TP2_12H,Thermotogae,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga,31
13530,LVWS1_80_TP2_12H,Thermotogae,Thermotogae,Thermotogales,Thermotogales_unclassified,Thermotogales_unclassified,135
13531,LVWS1_80_TP2_12H,Verrucomicrobia,Verrucomicrobiae,Methylacidiphilales,Methylacidiphilaceae,uncultured,4
13532,LVWS1_80_TP2_12H,Vertebrata,Mammalia,Mammalia_or,Mammalia_fa,Mammalia_ge,35
13533,LVWS1_80_TP2_12H,Vertebrata,Vertebrata_unclassified,Vertebrata_unclassified,Vertebrata_unclassified,Vertebrata_unclassified,66
13534,LVWS1_80_TP2_12L_TTCGCT_L003,Acidobacteria,Aminicenantia,Aminicenantales,Aminicenantales_fa,Aminicenantales_ge,1
13535,LVWS1_80_TP2_12L_TTCGCT_L003,Actinobacteria,Actinobacteria,Actinobacteria_unclassified,Actinobacteria_unclassified,Actinobacteria_unclassified,1
13536,LVWS1_80_TP2_12L_TTCGCT_L003,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium_1,1
13537,LVWS1_80_TP2_12L_TTCGCT_L003,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,3
13538,LVWS1_80_TP2_12L_TTCGCT_L003,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionibacteriaceae_unclassified,2
13539,LVWS1_80_TP2_12L_TTCGCT_L003,Annelida,Polychaeta,Sabellida,Sabellida_fa,Sabellida_ge,1
13540,LVWS1_80_TP2_12L_TTCGCT_L003,Apicomplexa,Apicomplexa_unclassified,Apicomplexa_unclassified,Apicomplexa_unclassified,Apicomplexa_unclassified,1
13541,LVWS1_80_TP2_12L_TTCGCT_L003,Aquificae,Aquificae_unclassified,Aquificae_unclassified,Aquificae_unclassified,Aquificae_unclassified,4
13542,LVWS1_80_TP2_12L_TTCGCT_L003,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacteriaceae_unclassified,231
13543,LVWS1_80_TP2_12L_TTCGCT_L003,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacterium,106
13544,LVWS1_80_TP2_12L_TTCGCT_L003,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Thermovibrio,49
13545,LVWS1_80_TP2_12L_TTCGCT_L003,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,2069
13546,LVWS1_80_TP2_12L_TTCGCT_L003,Ascomycota,Eurotiomycetes,Eurotiales,Eurotiales_unclassified,Eurotiales_unclassified,1
13547,LVWS1_80_TP2_12L_TTCGCT_L003,Atribacteria,JS1,JS1_or,JS1_fa,JS1_ge,18
13548,LVWS1_80_TP2_12L_TTCGCT_L003,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,181
13549,LVWS1_80_TP2_12L_TTCGCT_L003,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidales_unclassified,Bacteroidales_unclassified,1
13550,LVWS1_80_TP2_12L_TTCGCT_L003,Bacteroidetes,Bacteroidia,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidia_unclassified,1
13551,LVWS1_80_TP2_12L_TTCGCT_L003,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophagaceae_unclassified,1
13552,LVWS1_80_TP2_12L_TTCGCT_L003,Bacteroidetes,Bacteroidia,Cytophagales,Cytophagales_unclassified,Cytophagales_unclassified,1
13553,LVWS1_80_TP2_12L_TTCGCT_L003,Bacteroidetes,Bacteroidia,Sphingobacteriales,env.OPS_17,env.OPS_17_ge,2
13554,LVWS1_80_TP2_12L_TTCGCT_L003,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriales_unclassified,Sphingobacteriales_unclassified,1
13555,LVWS1_80_TP2_12L_TTCGCT_L003,Bacteroidetes,Ignavibacteria,Ignavibacteriales,Melioribacteraceae,Melioribacter,1
13556,LVWS1_80_TP2_12L_TTCGCT_L003,Chloroflexi,Anaerolineae,Anaerolineae_unclassified,Anaerolineae_unclassified,Anaerolineae_unclassified,2
13557,LVWS1_80_TP2_12L_TTCGCT_L003,Chloroflexi,Chloroflexi_unclassified,Chloroflexi_unclassified,Chloroflexi_unclassified,Chloroflexi_unclassified,1
13558,LVWS1_80_TP2_12L_TTCGCT_L003,Chloroflexi,Dehalococcoidia,Dehalococcoidia_unclassified,Dehalococcoidia_unclassified,Dehalococcoidia_unclassified,8
13559,LVWS1_80_TP2_12L_TTCGCT_L003,Cloacimonetes,Cloacimonadia,Cloacimonadales,MSBL8,MSBL8_ge,1
13560,LVWS1_80_TP2_12L_TTCGCT_L003,Crenarchaeota,Thermoprotei,Thermoprotei_unclassified,Thermoprotei_unclassified,Thermoprotei_unclassified,2
13561,LVWS1_80_TP2_12L_TTCGCT_L003,Cyanobacteria,Oxyphotobacteria,Chloroplast,Chloroplast_fa,Chloroplast_ge,77
13562,LVWS1_80_TP2_12L_TTCGCT_L003,Cyanobacteria,Oxyphotobacteria,Oxyphotobacteria_unclassified,Oxyphotobacteria_unclassified,Oxyphotobacteria_unclassified,9
13563,LVWS1_80_TP2_12L_TTCGCT_L003,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Caminibacter,2
13564,LVWS1_80_TP2_12L_TTCGCT_L003,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Thioreductor,1
13565,LVWS1_80_TP2_12L_TTCGCT_L003,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,4263
13566,LVWS1_80_TP2_12L_TTCGCT_L003,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobaceae_unclassified,1
13567,LVWS1_80_TP2_12L_TTCGCT_L003,Euryarchaeota,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,3572
13568,LVWS1_80_TP2_12L_TTCGCT_L003,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,594599
13569,LVWS1_80_TP2_12L_TTCGCT_L003,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanotorris,482
13570,LVWS1_80_TP2_12L_TTCGCT_L003,Euryarchaeota,Methanococci,Methanococcales,Methanococcales_unclassified,Methanococcales_unclassified,6189
13571,LVWS1_80_TP2_12L_TTCGCT_L003,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinales_unclassified,Methanosarcinales_unclassified,1
13572,LVWS1_80_TP2_12L_TTCGCT_L003,Euryarchaeota,Methanopyri,Methanopyrales,Methanopyraceae,Methanopyrus,4
13573,LVWS1_80_TP2_12L_TTCGCT_L003,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Palaeococcus,53
13574,LVWS1_80_TP2_12L_TTCGCT_L003,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,8
13575,LVWS1_80_TP2_12L_TTCGCT_L003,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcaceae_unclassified,2110
13576,LVWS1_80_TP2_12L_TTCGCT_L003,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,8114
13577,LVWS1_80_TP2_12L_TTCGCT_L003,Euryarchaeota,Thermococci,Thermococci_unclassified,Thermococci_unclassified,Thermococci_unclassified,2
13578,LVWS1_80_TP2_12L_TTCGCT_L003,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Aerococcaceae_unclassified,1
13579,LVWS1_80_TP2_12L_TTCGCT_L003,Firmicutes,Bacilli,Lactobacillales,Lactobacillales_unclassified,Lactobacillales_unclassified,1
13580,LVWS1_80_TP2_12L_TTCGCT_L003,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,3
13581,LVWS1_80_TP2_12L_TTCGCT_L003,Nitrospirae,4/29/01,4-29-1_or,4-29-1_fa,4-29-1_ge,1
13582,LVWS1_80_TP2_12L_TTCGCT_L003,Ochrophyta,Chrysophyceae,Chromulinales,Chromulinales_fa,Chromulinales_fa_unclassified,1
13583,LVWS1_80_TP2_12L_TTCGCT_L003,Ochrophyta,Chrysophyceae,Chromulinales,Chromulinales_fa,Poterioochromonas,1
13584,LVWS1_80_TP2_12L_TTCGCT_L003,Patescibacteria,Parcubacteria,Candidatus_Kaiserbacteria,Candidatus_Kaiserbacteria_fa,Candidatus_Kaiserbacteria_ge,1
13585,LVWS1_80_TP2_12L_TTCGCT_L003,Patescibacteria,Parcubacteria,Parcubacteria_unclassified,Parcubacteria_unclassified,Parcubacteria_unclassified,3
13586,LVWS1_80_TP2_12L_TTCGCT_L003,Phragmoplastophyta,Embryophyta,Embryophyta_unclassified,Embryophyta_unclassified,Embryophyta_unclassified,11
13587,LVWS1_80_TP2_12L_TTCGCT_L003,Phragmoplastophyta,Embryophyta,Pinales,Pinales_fa,Abies,1
13588,LVWS1_80_TP2_12L_TTCGCT_L003,Phragmoplastophyta,Embryophyta,Pinales,Pinales_fa,Pinales_fa_unclassified,2
13589,LVWS1_80_TP2_12L_TTCGCT_L003,Phragmoplastophyta,Embryophyta,Pinales,Pinales_fa,Pinus,3
13590,LVWS1_80_TP2_12L_TTCGCT_L003,Phragmoplastophyta,Embryophyta,Pinophyta_or,Pinophyta_fa,Pinophyta_ge,3
13591,LVWS1_80_TP2_12L_TTCGCT_L003,Phragmoplastophyta,Phragmoplastophyta_unclassified,Phragmoplastophyta_unclassified,Phragmoplastophyta_unclassified,Phragmoplastophyta_unclassified,1
13592,LVWS1_80_TP2_12L_TTCGCT_L003,Planctomycetes,Phycisphaerae,MSBL9,L21-RPul-D3,L21-RPul-D3_ge,1
13593,LVWS1_80_TP2_12L_TTCGCT_L003,Planctomycetes,Phycisphaerae,MSBL9,MSBL9_unclassified,MSBL9_unclassified,4
13594,LVWS1_80_TP2_12L_TTCGCT_L003,Planctomycetes,Phycisphaerae,Phycisphaerae_unclassified,Phycisphaerae_unclassified,Phycisphaerae_unclassified,3
13595,LVWS1_80_TP2_12L_TTCGCT_L003,Planctomycetes,Planctomycetes_unclassified,Planctomycetes_unclassified,Planctomycetes_unclassified,Planctomycetes_unclassified,1
13596,LVWS1_80_TP2_12L_TTCGCT_L003,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,9
13597,LVWS1_80_TP2_12L_TTCGCT_L003,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,2
13598,LVWS1_80_TP2_12L_TTCGCT_L003,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobiaceae_unclassified,1
13599,LVWS1_80_TP2_12L_TTCGCT_L003,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_unclassified,Rhizobiales_unclassified,3
13600,LVWS1_80_TP2_12L_TTCGCT_L003,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Xanthobacteraceae_unclassified,2
13601,LVWS1_80_TP2_12L_TTCGCT_L003,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_unclassified,2
13602,LVWS1_80_TP2_12L_TTCGCT_L003,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria_ge,38
13603,LVWS1_80_TP2_12L_TTCGCT_L003,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_clade_unclassified,SAR11_clade_unclassified,1
13604,LVWS1_80_TP2_12L_TTCGCT_L003,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,1
13605,LVWS1_80_TP2_12L_TTCGCT_L003,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonadaceae_unclassified,3
13606,LVWS1_80_TP2_12L_TTCGCT_L003,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Stakelama,1
13607,LVWS1_80_TP2_12L_TTCGCT_L003,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria_unclassified,Deltaproteobacteria_unclassified,Deltaproteobacteria_unclassified,6
13608,LVWS1_80_TP2_12L_TTCGCT_L003,Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,Desulfatiglans,2
13609,LVWS1_80_TP2_12L_TTCGCT_L003,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadales_unclassified,Desulfuromonadales_unclassified,1
13610,LVWS1_80_TP2_12L_TTCGCT_L003,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Betaproteobacteriales_unclassified,Betaproteobacteriales_unclassified,1
13611,LVWS1_80_TP2_12L_TTCGCT_L003,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,2
13612,LVWS1_80_TP2_12L_TTCGCT_L003,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderiaceae_unclassified,12
13613,LVWS1_80_TP2_12L_TTCGCT_L003,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Janthinobacterium,2
13614,LVWS1_80_TP2_12L_TTCGCT_L003,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Pandoraea,1
13615,LVWS1_80_TP2_12L_TTCGCT_L003,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Pseudacidovorax,2
13616,LVWS1_80_TP2_12L_TTCGCT_L003,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Ralstonia,1
13617,LVWS1_80_TP2_12L_TTCGCT_L003,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Tibeticola,1
13618,LVWS1_80_TP2_12L_TTCGCT_L003,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacteriaceae_unclassified,1
13619,LVWS1_80_TP2_12L_TTCGCT_L003,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,2
13620,LVWS1_80_TP2_12L_TTCGCT_L003,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonadaceae_unclassified,1
13621,LVWS1_80_TP2_12L_TTCGCT_L003,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,29
13622,LVWS1_80_TP2_12L_TTCGCT_L003,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonadaceae_unclassified,2
13623,LVWS1_80_TP2_12L_TTCGCT_L003,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,45
13624,LVWS1_80_TP2_12L_TTCGCT_L003,Thermotogae,Thermotogae,Thermotogae_unclassified,Thermotogae_unclassified,Thermotogae_unclassified,4
13625,LVWS1_80_TP2_12L_TTCGCT_L003,Thermotogae,Thermotogae,Thermotogales,Fervidobacteriaceae,Fervidobacteriaceae_unclassified,1
13626,LVWS1_80_TP2_12L_TTCGCT_L003,Thermotogae,Thermotogae,Thermotogales,Fervidobacteriaceae,Thermosipho,7
13627,LVWS1_80_TP2_12L_TTCGCT_L003,Thermotogae,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga,9
13628,LVWS1_80_TP2_12L_TTCGCT_L003,Thermotogae,Thermotogae,Thermotogales,Thermotogaceae,Thermotogaceae_unclassified,3
13629,LVWS1_80_TP2_12L_TTCGCT_L003,Thermotogae,Thermotogae,Thermotogales,Thermotogales_unclassified,Thermotogales_unclassified,17
13630,LVWS1_80_TP2_12L_TTCGCT_L003,Tubulinea,Arcellinida,Echinamoebida,Echinamoebida_fa,Vermamoeba,2
13631,LVWS1_80_TP2_12L_TTCGCT_L003,Vertebrata,Vertebrata_unclassified,Vertebrata_unclassified,Vertebrata_unclassified,Vertebrata_unclassified,1
13632,LVWS1_80_TP2_12L_TTCGCT_L004,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacteriaceae_unclassified,3
13633,LVWS1_80_TP2_12L_TTCGCT_L004,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,2
13634,LVWS1_80_TP2_12L_TTCGCT_L004,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionibacteriaceae_unclassified,1
13635,LVWS1_80_TP2_12L_TTCGCT_L004,Aquificae,Aquificae_unclassified,Aquificae_unclassified,Aquificae_unclassified,Aquificae_unclassified,2
13636,LVWS1_80_TP2_12L_TTCGCT_L004,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacteriaceae_unclassified,204
13637,LVWS1_80_TP2_12L_TTCGCT_L004,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacterium,114
13638,LVWS1_80_TP2_12L_TTCGCT_L004,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Thermovibrio,58
13639,LVWS1_80_TP2_12L_TTCGCT_L004,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,2772
13640,LVWS1_80_TP2_12L_TTCGCT_L004,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_unclassified,Hypocreales_unclassified,4
13641,LVWS1_80_TP2_12L_TTCGCT_L004,Asgardaeota,Asgardaeota_unclassified,Asgardaeota_unclassified,Asgardaeota_unclassified,Asgardaeota_unclassified,3
13642,LVWS1_80_TP2_12L_TTCGCT_L004,Asgardaeota,Lokiarchaeia,Lokiarchaeia_or,Lokiarchaeia_fa,Lokiarchaeia_ge,34
13643,LVWS1_80_TP2_12L_TTCGCT_L004,Asgardaeota,Odinarchaeia,Odinarchaeia_or,Odinarchaeia_fa,Odinarchaeia_ge,1
13644,LVWS1_80_TP2_12L_TTCGCT_L004,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,42
13645,LVWS1_80_TP2_12L_TTCGCT_L004,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophagaceae_unclassified,3
13646,LVWS1_80_TP2_12L_TTCGCT_L004,Bacteroidetes,Bacteroidia,Cytophagales,Cytophagaceae,Cytophaga,1
13647,LVWS1_80_TP2_12L_TTCGCT_L004,Bacteroidetes,Bacteroidia,Sphingobacteriales,env.OPS_17,env.OPS_17_ge,4
13648,LVWS1_80_TP2_12L_TTCGCT_L004,Crenarchaeota,Bathyarchaeia,Bathyarchaeia_or,Bathyarchaeia_fa,Bathyarchaeia_ge,23
13649,LVWS1_80_TP2_12L_TTCGCT_L004,Crenarchaeota,Crenarchaeota_unclassified,Crenarchaeota_unclassified,Crenarchaeota_unclassified,Crenarchaeota_unclassified,23
