,sample_names.1.,Phylum,Class,Order,Family,Genus,SUM
2391,FS903_55_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Nitratiruptor,199
2392,FS903_55_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Nitratiruptoraceae_unclassified,50727
2393,FS903_55_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,P6-b51,P6-b51_ge,156
2394,FS903_55_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurospirillaceae,Sulfurospirillum,21
2395,FS903_55_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Nitratifractor,533
2396,FS903_55_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovaceae_unclassified,908
2397,FS903_55_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,1372
2398,FS903_55_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas,1749
2399,FS903_55_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Thiovulaceae_unclassified,13
2400,FS903_55_13L,Epsilonbacteraeota,Campylobacteria,Campylobacteria_unclassified,Campylobacteria_unclassified,Campylobacteria_unclassified,10848
2401,FS903_55_13L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Caminibacter,785850
2402,FS903_55_13L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Lebetimonas,2047
2403,FS903_55_13L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautilia,88627
2404,FS903_55_13L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautiliaceae_ge,48
2405,FS903_55_13L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautiliaceae_unclassified,350167
2406,FS903_55_13L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Thioreductor,215
2407,FS903_55_13L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,uncultured,30567
2408,FS903_55_13L,Epsilonbacteraeota,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,790
2409,FS903_55_13L,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,203329
2410,FS903_55_13L,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobaceae_unclassified,67
2411,FS903_55_13L,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus,774
2412,FS903_55_13L,Euryarchaeota,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,474
2413,FS903_55_13L,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,9350
2414,FS903_55_13L,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcaceae_unclassified,42513
2415,FS903_55_13L,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus,532
2416,FS903_55_13L,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanothermococcus,150790
2417,FS903_55_13L,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanotorris,140
2418,FS903_55_13L,Euryarchaeota,Methanococci,Methanococcales,Methanococcales_unclassified,Methanococcales_unclassified,242
2419,FS903_55_13L,Euryarchaeota,Methanopyri,Methanopyrales,Methanopyraceae,Methanopyrus,4
2420,FS903_55_13L,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcaceae_unclassified,4
2421,FS903_55_13L,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,25
2422,FS903_55_13L,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillaceae_unclassified,18
2423,FS903_55_13L,Firmicutes,Bacilli,Bacillales,Bacillales_unclassified,Bacillales_unclassified,168
2424,FS903_55_13L,Firmicutes,Bacilli,Bacillales,Planococcaceae,Planococcaceae_unclassified,70
2425,FS903_55_13L,Firmicutes,Bacilli,Bacillales,Planococcaceae,Planomicrobium,1
2426,FS903_55_13L,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Shimazuella,3
2427,FS903_55_13L,Firmicutes,Bacilli,Bacilli_unclassified,Bacilli_unclassified,Bacilli_unclassified,11
2428,FS903_55_13L,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Vagococcus,4
2429,FS903_55_13L,Firmicutes,Bacilli,Lactobacillales,Lactobacillales_unclassified,Lactobacillales_unclassified,1
2430,FS903_55_13L,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcaceae_unclassified,11
2431,FS903_55_13L,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,100
2432,FS903_55_13L,Firmicutes,Clostridia,Clostridia_unclassified,Clostridia_unclassified,Clostridia_unclassified,1
2433,FS903_55_13L,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_3,Caloranaerobacter,198
2434,FS903_55_13L,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_3,Clostridiaceae_3_unclassified,3
2435,FS903_55_13L,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,73
2436,FS903_55_13L,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus,1
2437,FS903_55_13L,Firmicutes,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,2
2438,FS903_55_13L,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,96
2439,FS903_55_13L,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonellaceae_unclassified,2
2440,FS903_55_13L,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Psychrilyobacter,8
2441,FS903_55_13L,Korarchaeota,Korarchaeia,Korarchaeales,Korarchaeaceae,Candidatus_Korarchaeum,6
2442,FS903_55_13L,Lentisphaerae,Lentisphaerae_unclassified,Lentisphaerae_unclassified,Lentisphaerae_unclassified,Lentisphaerae_unclassified,94
2443,FS903_55_13L,Lentisphaerae,Lentisphaeria,Victivallales,BD2-3,BD2-3_ge,125
2444,FS903_55_13L,Lentisphaerae,Lentisphaeria,Victivallales,Victivallales_unclassified,Victivallales_unclassified,8
2445,FS903_55_13L,Nanoarchaeaeota,Nanoarchaeia,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,84
2446,FS903_55_13L,Patescibacteria,Gracilibacteria,JGI_0000069-P22,JGI_0000069-P22_fa,JGI_0000069-P22_ge,2
2447,FS903_55_13L,Patescibacteria,Parcubacteria,Candidatus_Kaiserbacteria,Candidatus_Kaiserbacteria_fa,Candidatus_Kaiserbacteria_ge,2
2448,FS903_55_13L,Patescibacteria,Parcubacteria,Candidatus_Nomurabacteria,Candidatus_Nomurabacteria_fa,Candidatus_Nomurabacteria_ge,5
2449,FS903_55_13L,Patescibacteria,Parcubacteria,Candidatus_Zambryskibacteria,Candidatus_Zambryskibacteria_fa,Candidatus_Zambryskibacteria_ge,6
2450,FS903_55_13L,Patescibacteria,Parcubacteria,Parcubacteria_or,Parcubacteria_fa,Parcubacteria_ge,42
2451,FS903_55_13L,Patescibacteria,Parcubacteria,Parcubacteria_unclassified,Parcubacteria_unclassified,Parcubacteria_unclassified,18
2452,FS903_55_13L,Patescibacteria,Patescibacteria_unclassified,Patescibacteria_unclassified,Patescibacteria_unclassified,Patescibacteria_unclassified,3
2453,FS903_55_13L,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,Saccharimonadaceae_ge,1
2454,FS903_55_13L,Phragmoplastophyta,Embryophyta,Embryophyta_unclassified,Embryophyta_unclassified,Embryophyta_unclassified,3
2455,FS903_55_13L,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,88
2456,FS903_55_13L,Proteobacteria,Alphaproteobacteria,Rhizobiales,A0839,A0839_ge,29
2457,FS903_55_13L,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobiaceae_unclassified,5
2458,FS903_55_13L,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,42
2459,FS903_55_13L,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobiaceae_unclassified,2
2460,FS903_55_13L,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,Phreatobacter,21
2461,FS903_55_13L,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_unclassified,Rhizobiales_unclassified,4
2462,FS903_55_13L,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_unclassified,82
2463,FS903_55_13L,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria_ge,59
2464,FS903_55_13L,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonadaceae_unclassified,95
2465,FS903_55_13L,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,107
2466,FS903_55_13L,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria_unclassified,Deltaproteobacteria_unclassified,Deltaproteobacteria_unclassified,1768
2467,FS903_55_13L,Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,Desulfatiglans,37
2468,FS903_55_13L,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacteraceae_unclassified,699
2469,FS903_55_13L,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacula,101
2470,FS903_55_13L,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfosarcina,7
2471,FS903_55_13L,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfotignum,3
2472,FS903_55_13L,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,SEEP-SRB1,2
2473,FS903_55_13L,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacterales_unclassified,Desulfobacterales_unclassified,58
2474,FS903_55_13L,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Candidatus_Electrothrix,10
2475,FS903_55_13L,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbaceae_unclassified,1192
2476,FS903_55_13L,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbus,1469
2477,FS903_55_13L,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfocapsa,14
2478,FS903_55_13L,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Dissulfurimicrobium,91
2479,FS903_55_13L,Proteobacteria,Deltaproteobacteria,Desulfofervidales,Desulfofervidaceae,Candidatus_Desulfofervidus,393
2480,FS903_55_13L,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfohalobiaceae,Desulfohalobiaceae_unclassified,4361
2481,FS903_55_13L,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfohalobiaceae,Desulfonatronospira,46
2482,FS903_55_13L,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfohalobiaceae,Desulfonauticus,1540
2483,FS903_55_13L,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfohalobiaceae,Desulfothermus,1062
2484,FS903_55_13L,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfohalobiaceae,Desulfovermiculus,436
2485,FS903_55_13L,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionales_unclassified,Desulfovibrionales_unclassified,4593
2486,FS903_55_13L,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,Desulfuromusa,2
2487,FS903_55_13L,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadales_unclassified,Desulfuromonadales_unclassified,2
2488,FS903_55_13L,Proteobacteria,Deltaproteobacteria,SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B)_fa,SAR324_clade(Marine_group_B)_ge,74
2489,FS903_55_13L,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Desulfomonile,27
2490,FS903_55_13L,Proteobacteria,Deltaproteobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Caldimicrobium,115
2491,FS903_55_13L,Proteobacteria,Deltaproteobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Thermodesulfatator,169
2492,FS903_55_13L,Proteobacteria,Deltaproteobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Thermodesulfobacteriaceae_unclassified,364
2493,FS903_55_13L,Proteobacteria,Deltaproteobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Thermodesulfobacterium,151
2494,FS903_55_13L,Proteobacteria,Deltaproteobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Thermosulfurimonas,110
2495,FS903_55_13L,Proteobacteria,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas,43
2496,FS903_55_13L,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,Perspicuibacter,5
2497,FS903_55_13L,Proteobacteria,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,Candidatus_Marithioploca,4
2498,FS903_55_13L,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Betaproteobacteriales_unclassified,Betaproteobacteriales_unclassified,37
2499,FS903_55_13L,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,93
2500,FS903_55_13L,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderiaceae_unclassified,434
2501,FS903_55_13L,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Curvibacter,1
2502,FS903_55_13L,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Delftia,11
2503,FS903_55_13L,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Janthinobacterium,60
2504,FS903_55_13L,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Pandoraea,1
2505,FS903_55_13L,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Pelomonas,1
2506,FS903_55_13L,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Polaromonas,29
2507,FS903_55_13L,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Polynucleobacter,20
2508,FS903_55_13L,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Ralstonia,201
2509,FS903_55_13L,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Neisseriaceae,Eikenella,72
2510,FS903_55_13L,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Neisseriaceae,Neisseriaceae_unclassified,64
2511,FS903_55_13L,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiales_unclassified,Chromatiales_unclassified,68
2512,FS903_55_13L,Proteobacteria,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,Sedimenticolaceae_ge,3
2513,FS903_55_13L,Proteobacteria,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,Sedimenticolaceae_unclassified,1
2514,FS903_55_13L,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,38
2515,FS903_55_13L,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Candidatus_Berkiella,2
2516,FS903_55_13L,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,511
2517,FS903_55_13L,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcales_unclassified,Methylococcales_unclassified,1
2518,FS903_55_13L,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,23
2519,FS903_55_13L,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxellaceae_unclassified,3
2520,FS903_55_13L,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonadaceae_unclassified,266
2521,FS903_55_13L,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,1274
2522,FS903_55_13L,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadales_unclassified,Pseudomonadales_unclassified,3
2523,FS903_55_13L,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,66
2524,FS903_55_13L,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonadaceae_unclassified,17
2525,FS903_55_13L,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales_unclassified,Xanthomonadales_unclassified,1
2526,FS903_55_13L,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,2097
2527,FS903_55_13L,Thermosulfidibacteraeota,Thermosulfidibacteria,Thermosulfidibacterales,Thermosulfidibacteraceae,Thermosulfidibacter,124
2528,FS903_55_13L,Thermotogae,Thermotogae,Kosmotogales,Kosmotogaceae,Kosmotoga,1
2529,FS903_55_13L,Thermotogae,Thermotogae,Mesoaciditogales,Mesoaciditogaceae,Mesoaciditoga,62
2530,FS903_55_13L,Thermotogae,Thermotogae,Petrotogales,Petrotogaceae,Marinitoga,52648
2531,FS903_55_13L,Thermotogae,Thermotogae,Petrotogales,Petrotogaceae,Petrotogaceae_unclassified,1154
2532,FS903_55_13L,Thermotogae,Thermotogae,Thermotogae_unclassified,Thermotogae_unclassified,Thermotogae_unclassified,225
2533,FS903_55_13L,Thermotogae,Thermotogae,Thermotogales,Fervidobacteriaceae,Thermosipho,5
2534,FS903_55_13L,Thermotogae,Thermotogae,Thermotogales,Thermotogales_unclassified,Thermotogales_unclassified,128
2535,FS903_55_13L,Tubulinea,Arcellinida,Echinamoebida,Echinamoebida_fa,Vermamoeba,40
2536,FS903_55_13L,Vertebrata,Vertebrata_unclassified,Vertebrata_unclassified,Vertebrata_unclassified,Vertebrata_unclassified,6
2537,FS903_80_12H,Acidobacteria,Subgroup_6,Subgroup_6_unclassified,Subgroup_6_unclassified,Subgroup_6_unclassified,2
2538,FS903_80_12H,Actinobacteria,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29_marine_group,98
2539,FS903_80_12H,Actinobacteria,Actinobacteria,Actinobacteria_unclassified,Actinobacteria_unclassified,Actinobacteria_unclassified,2
2540,FS903_80_12H,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacteriaceae_unclassified,6
2541,FS903_80_12H,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,59
2542,FS903_80_12H,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Lawsonella,9
2543,FS903_80_12H,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriales_unclassified,Corynebacteriales_unclassified,3
2544,FS903_80_12H,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Gordonia,203
2545,FS903_80_12H,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardiaceae_unclassified,16
2546,FS903_80_12H,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacteriaceae_unclassified,13
2547,FS903_80_12H,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Micrococcaceae_unclassified,6
2548,FS903_80_12H,Actinobacteria,Actinobacteria,Micrococcales,Micrococcales_unclassified,Micrococcales_unclassified,1
2549,FS903_80_12H,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,231
2550,FS903_80_12H,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionibacteriaceae_unclassified,1
2551,FS903_80_12H,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,57
2552,FS903_80_12H,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardiaceae_unclassified,4
2553,FS903_80_12H,Actinobacteria,Actinobacteria_unclassified,Actinobacteria_unclassified,Actinobacteria_unclassified,Actinobacteria_unclassified,1
2554,FS903_80_12H,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,uncultured,1
2555,FS903_80_12H,Aquificae,Aquificae_unclassified,Aquificae_unclassified,Aquificae_unclassified,Aquificae_unclassified,210
2556,FS903_80_12H,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Balnearium,133
2557,FS903_80_12H,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacteriaceae_unclassified,16664
2558,FS903_80_12H,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacterium,12048
2559,FS903_80_12H,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Thermovibrio,1067
2560,FS903_80_12H,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,37797
2561,FS903_80_12H,Arthropoda,Insecta,Diptera,Diptera_fa,Diptera_ge,19
2562,FS903_80_12H,Ascomycota,Ascomycota_unclassified,Ascomycota_unclassified,Ascomycota_unclassified,Ascomycota_unclassified,12
2563,FS903_80_12H,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,153
2564,FS903_80_12H,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_unclassified,Hypocreales_unclassified,202
2565,FS903_80_12H,Ascomycota,Sordariomycetes,Sordariomycetes_unclassified,Sordariomycetes_unclassified,Sordariomycetes_unclassified,12
2566,FS903_80_12H,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,5535
2567,FS903_80_12H,Bacteroidetes,Bacteroidetes_unclassified,Bacteroidetes_unclassified,Bacteroidetes_unclassified,Bacteroidetes_unclassified,2
2568,FS903_80_12H,Bacteroidetes,Bacteroidia,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidia_unclassified,15
2569,FS903_80_12H,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophagaceae_unclassified,325
2570,FS903_80_12H,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium,42
2571,FS903_80_12H,Bacteroidetes,Bacteroidia,Cytophagales,Cytophagales_unclassified,Cytophagales_unclassified,2
2572,FS903_80_12H,Bacteroidetes,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,5
2573,FS903_80_12H,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Pseudarcicella,3
2574,FS903_80_12H,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae_unclassified,5
2575,FS903_80_12H,Bacteroidetes,Bacteroidia,Sphingobacteriales,env.OPS_17,env.OPS_17_ge,17
2576,FS903_80_12H,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriales_unclassified,Sphingobacteriales_unclassified,12
2577,FS903_80_12H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,426
2578,FS903_80_12H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Campylobacterales_unclassified,Campylobacterales_unclassified,5288
2579,FS903_80_12H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Hydrogenimonas,2391
2580,FS903_80_12H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Nitratiruptor,1
2581,FS903_80_12H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Nitratiruptoraceae_unclassified,1612
2582,FS903_80_12H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Nitratifractor,1
2583,FS903_80_12H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas,24854
2584,FS903_80_12H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Thiovulaceae_unclassified,1089
2585,FS903_80_12H,Epsilonbacteraeota,Campylobacteria,Campylobacteria_unclassified,Campylobacteria_unclassified,Campylobacteria_unclassified,330
2586,FS903_80_12H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Caminibacter,41037
2587,FS903_80_12H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Lebetimonas,5
2588,FS903_80_12H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautilia,1948
2589,FS903_80_12H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautiliaceae_unclassified,19914
2590,FS903_80_12H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,uncultured,1179
2591,FS903_80_12H,Epsilonbacteraeota,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,17
2592,FS903_80_12H,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,86757
2593,FS903_80_12H,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobaceae_unclassified,18
2594,FS903_80_12H,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus,170
2595,FS903_80_12H,Euryarchaeota,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,80612
2596,FS903_80_12H,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,6662143
2597,FS903_80_12H,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcaceae_unclassified,68479
2598,FS903_80_12H,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus,2
2599,FS903_80_12H,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanothermococcus,5780
2600,FS903_80_12H,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanotorris,188216
2601,FS903_80_12H,Euryarchaeota,Methanococci,Methanococcales,Methanococcales_unclassified,Methanococcales_unclassified,77096
2602,FS903_80_12H,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Palaeococcus,22
2603,FS903_80_12H,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,142
2604,FS903_80_12H,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcaceae_unclassified,24992
2605,FS903_80_12H,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,69409
2606,FS903_80_12H,Euryarchaeota,Thermococci,Thermococci_unclassified,Thermococci_unclassified,Thermococci_unclassified,3
2607,FS903_80_12H,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillaceae_unclassified,2
2608,FS903_80_12H,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,1
